id_registro,codigo_producto,categoria,laboratorio,ciudad,temporada,metodo_reabastecimiento,precio_unitario,costo_unitario,margen_unitario,stock_actual,stock_minimo,stock_maximo,demanda_promedio_diaria,desviacion_demanda,ventas_ultimos_30_dias,quiebres_stock_ultimos_6m,lead_time_dias,dias_para_vencer,descuento_activo,es_esencial,requiere_formula,categoria_consenso_cluster,confianza_consenso,categoria_reevaluada
3164,MED-4163,Cardiovasculares,Sanofi,Barranquilla,Normal,Manual,18690.0,12901.88,5788.12,427,62,453,19.17,1.85,590,1,7,457,1,0,1,Pediatría,0.5,Cardiovasculares
3165,MED-4164,Gastrointestinales,Roche,Cartagena,Alta (Invierno),Manual,9389.12,7215.02,2174.1,353,14,233,2.15,1.79,57,0,11,557,0,1,1,Pediatría,0.75,Pediatría
3166,MED-4165,Antigripales,Genfar,Cartagena,Alta (Invierno),Manual,24017.9,18296.32,5721.58,7,36,196,25.78,5.0,785,2,13,195,0,0,1,Pediatría,0.75,Pediatría
3167,MED-4166,Analgésicos,Bayer,Cali,Alta (Invierno),Proveedor Programado,8033.76,5432.85,2600.91,2,47,316,2.3,3.45,42,1,11,257,0,0,0,Pediatría,0.75,Pediatría
3168,MED-4167,Analgésicos,La Santé,Barranquilla,Alta (Invierno),Proveedor Programado,65417.57,46880.26,18537.31,311,74,215,20.11,3.96,583,0,7,285,0,0,0,Pediatría,0.5,Analgésicos
3169,MED-4168,Antibióticos,Pfizer,Medellín,Alta (Epidemia),Proveedor Programado,59081.84,37547.14,21534.7,36,66,213,9.82,4.86,276,0,3,220,1,0,0,Pediatría,0.5,Antibióticos
3170,MED-4169,Pediatría,Pfizer,Medellín,Alta (Invierno),Proveedor Programado,38452.69,32611.73,5840.96,318,14,192,19.08,7.32,546,0,8,856,0,1,0,Pediatría,1.0,Pediatría
3171,MED-4170,Higiene Personal,Sanofi,Bogotá,Alta (Invierno),Manual,50324.87,33092.54,17232.33,88,31,380,11.77,3.19,395,1,8,490,0,1,1,Pediatría,0.5,Higiene Personal
3172,MED-4171,Cardiovasculares,Tecnoquímicas,Cali,Alta (Invierno),Manual,8794.12,6200.7,2593.42,300,18,306,11.23,7.55,357,1,3,673,1,0,1,Pediatría,0.75,Pediatría
3173,MED-4172,Dermatológicos,Tecnoquímicas,Cartagena,Promoción,Automático (ML),26244.31,21547.94,4696.37,105,45,140,1.27,8.79,13,0,6,236,0,0,1,Pediatría,0.75,Pediatría
3174,MED-4173,Pediatría,Novartis,Barranquilla,Promoción,Manual,72165.9,56762.92,15402.98,230,48,215,29.7,8.45,921,2,14,393,1,0,0,Gastrointestinales,0.25,Pediatría
3175,MED-4174,Pediatría,La Santé,Medellín,Promoción,Automático (ML),17457.26,14512.49,2944.77,498,19,283,10.02,7.14,258,2,6,81,1,0,1,Pediatría,0.75,Pediatría
3176,MED-4175,Pediatría,Novartis,Cali,Alta (Invierno),Proveedor Programado,37673.69,26590.03,11083.66,187,34,326,38.97,0.53,1168,2,7,739,1,0,1,Pediatría,0.5,Pediatría
3177,MED-4176,Cardiovasculares,Pfizer,Cali,Alta (Invierno),Automático (ML),65473.67,54571.13,10902.54,253,65,437,29.82,5.98,868,1,9,569,1,1,1,Gastrointestinales,0.5,Cardiovasculares
3178,MED-4177,Pediatría,Pfizer,Cali,Promoción,Automático (ML),3563.11,2402.5,1160.61,329,33,196,25.06,6.19,709,3,6,791,0,1,0,Pediatría,0.5,Pediatría
3179,MED-4178,Higiene Personal,Bayer,Cartagena,Promoción,Automático (ML),48258.64,29900.28,18358.36,428,30,172,19.98,7.7,600,3,6,622,1,0,1,Pediatría,1.0,Pediatría
3180,MED-4179,Diabetes,La Santé,Medellín,Alta (Invierno),Automático (ML),77857.68,62224.1,15633.58,449,44,170,37.25,7.0,1063,1,13,105,1,0,1,Gastrointestinales,0.25,Diabetes
3181,MED-4180,Diabetes,Tecnoquímicas,Barranquilla,Promoción,Proveedor Programado,53562.65,32976.34,20586.31,357,24,375,38.42,3.09,1142,2,5,406,1,0,1,Gastrointestinales,0.5,Diabetes
3182,MED-4181,Antigripales,Novartis,Cartagena,Promoción,Manual,22498.92,18588.47,3910.45,304,15,233,20.85,5.79,634,1,9,464,1,0,0,Pediatría,0.75,Pediatría
3183,MED-4182,Dermatológicos,Genfar,Barranquilla,Promoción,Proveedor Programado,67508.87,40957.29,26551.58,453,74,356,9.22,1.92,278,1,3,33,0,1,0,Pediatría,0.75,Pediatría
3184,MED-4183,Gastrointestinales,Abbott,Bogotá,Alta (Invierno),Proveedor Programado,36344.33,22618.95,13725.38,472,74,430,21.92,2.51,662,3,13,201,1,1,0,Pediatría,0.75,Pediatría
3185,MED-4184,Higiene Personal,Genfar,Cali,Alta (Epidemia),Manual,52871.04,35658.94,17212.1,331,69,143,5.19,6.04,135,0,12,271,1,1,1,Pediatría,0.5,Higiene Personal
3186,MED-4185,Higiene Personal,Sanofi,Medellín,Normal,Automático (ML),6658.72,5014.14,1644.58,25,69,141,2.0,9.9,72,1,3,260,0,1,0,Pediatría,0.5,Higiene Personal
3187,MED-4186,Dermatológicos,Roche,Barranquilla,Alta (Invierno),Proveedor Programado,32304.48,20469.95,11834.53,357,33,168,37.22,2.48,1119,0,6,855,0,1,0,Pediatría,0.5,Dermatológicos
3188,MED-4187,Gastrointestinales,Genfar,Cartagena,Normal,Manual,5348.71,3657.13,1691.58,435,13,307,15.57,7.46,453,4,11,613,1,0,1,Pediatría,0.75,Pediatría
3189,MED-4188,Antibióticos,Bayer,Medellín,Normal,Automático (ML),61469.77,50192.03,11277.74,430,34,297,36.02,7.14,1092,2,7,702,0,1,0,Pediatría,0.5,Antibióticos
3190,MED-4189,Cardiovasculares,Bayer,Barranquilla,Alta (Invierno),Manual,51913.95,31707.75,20206.2,245,19,157,2.96,3.58,65,1,3,688,0,1,1,Dermatológicos,0.5,Cardiovasculares
3191,MED-4190,Diabetes,Novartis,Bogotá,Alta (Invierno),Automático (ML),4384.25,2717.01,1667.24,421,36,429,28.08,7.96,839,2,11,548,1,0,0,Dermatológicos,0.25,Diabetes
3192,MED-4191,Vitaminas,Pfizer,Cali,Promoción,Manual,41692.52,34629.6,7062.92,27,32,93,33.99,7.16,997,1,14,567,1,1,1,Pediatría,0.75,Pediatría
3193,MED-4192,Vitaminas,La Santé,Cali,Alta (Invierno),Proveedor Programado,58822.05,38136.91,20685.14,495,11,219,21.7,5.95,596,4,9,361,0,1,1,Pediatría,0.5,Vitaminas
3194,MED-4193,Gastrointestinales,Sanofi,Medellín,Alta (Invierno),Proveedor Programado,10302.66,8694.47,1608.19,438,38,294,23.45,8.94,746,1,10,81,0,1,0,Dermatológicos,0.25,Gastrointestinales
3195,MED-4194,Pediatría,Roche,Cali,Normal,Manual,45303.11,36006.7,9296.41,453,19,310,8.31,8.1,241,0,9,98,1,1,0,Pediatría,0.75,Pediatría
3196,MED-4195,Antibióticos,MK,Barranquilla,Promoción,Proveedor Programado,39756.08,27785.42,11970.66,453,17,109,14.4,6.66,438,2,4,821,1,1,0,Pediatría,0.75,Pediatría
3197,MED-4196,Pediatría,Sanofi,Barranquilla,Normal,Automático (ML),42344.32,29263.37,13080.95,355,42,185,25.32,2.46,758,3,6,187,0,0,1,Pediatría,0.75,Pediatría
3198,MED-4197,Antigripales,Roche,Bogotá,Normal,Manual,8471.75,5433.27,3038.48,66,16,73,24.62,8.36,783,1,14,54,1,0,0,Pediatría,0.75,Pediatría
3199,MED-4198,Gastrointestinales,Roche,Bogotá,Normal,Automático (ML),48736.79,40441.45,8295.34,259,26,122,18.51,8.37,544,2,10,544,0,1,0,Pediatría,0.75,Pediatría
3200,MED-4199,Antibióticos,Genfar,Medellín,Alta (Invierno),Automático (ML),63764.71,53369.25,10395.46,373,38,293,23.91,6.32,725,0,12,362,1,0,1,Gastrointestinales,0.25,Antibióticos
3201,MED-4200,Cardiovasculares,Abbott,Medellín,Alta (Epidemia),Proveedor Programado,51005.64,38078.68,12926.96,371,24,419,28.49,6.94,869,2,5,178,0,1,0,Pediatría,0.5,Cardiovasculares
3202,MED-4201,Pediatría,Novartis,Cali,Normal,Proveedor Programado,74778.68,52688.27,22090.41,462,65,199,13.36,8.07,427,3,12,205,0,0,1,Dermatológicos,0.25,Pediatría
3203,MED-4202,Diabetes,Roche,Medellín,Normal,Manual,16520.88,12933.27,3587.61,158,41,432,11.71,8.77,371,2,8,47,1,0,0,Pediatría,0.75,Pediatría
3204,MED-4203,Cardiovasculares,Bayer,Cali,Normal,Manual,22408.62,16767.45,5641.17,416,76,316,29.59,4.5,898,2,1,65,0,1,0,Cardiovasculares,0.5,Cardiovasculares
3205,MED-4204,Analgésicos,MK,Cartagena,Promoción,Automático (ML),17594.1,10849.63,6744.47,343,20,74,33.05,1.11,1010,3,11,693,0,1,0,Pediatría,0.5,Analgésicos
3206,MED-4205,Antibióticos,Roche,Cartagena,Normal,Manual,73743.51,53199.46,20544.05,311,68,180,17.97,8.57,574,3,11,794,1,0,0,Pediatría,0.5,Antibióticos
3207,MED-4206,Antigripales,Tecnoquímicas,Cartagena,Alta (Epidemia),Automático (ML),37500.97,24945.48,12555.49,124,10,151,7.17,8.22,250,2,1,317,1,0,0,Pediatría,0.75,Pediatría
3208,MED-4207,Antigripales,La Santé,Medellín,Normal,Automático (ML),78288.56,62069.72,16218.84,238,68,138,16.8,9.68,505,2,4,75,0,1,0,Cardiovasculares,0.5,Antigripales
3209,MED-4208,Diabetes,Roche,Bogotá,Alta (Invierno),Proveedor Programado,33513.82,24683.59,8830.23,231,31,384,26.66,1.14,782,0,2,855,1,0,0,Antigripales,0.25,Diabetes
3210,MED-4209,Gastrointestinales,Abbott,Bogotá,Normal,Automático (ML),40665.51,32874.25,7791.26,117,43,207,12.85,3.48,404,1,12,311,0,0,0,Pediatría,0.5,Gastrointestinales
3211,MED-4210,Antibióticos,Roche,Cali,Normal,Manual,36149.49,30516.53,5632.96,498,32,248,30.38,4.75,885,0,6,764,1,1,0,Pediatría,0.5,Antibióticos
3212,MED-4211,Vitaminas,Novartis,Cartagena,Normal,Automático (ML),75361.24,61975.56,13385.68,148,26,276,17.9,5.54,537,1,11,756,0,0,0,Dermatológicos,0.25,Vitaminas
3213,MED-4212,Higiene Personal,Abbott,Cali,Alta (Epidemia),Manual,53429.5,36249.73,17179.77,362,36,315,24.37,3.93,747,0,2,765,1,0,0,Pediatría,0.5,Higiene Personal
3214,MED-4213,Cardiovasculares,Abbott,Cartagena,Alta (Epidemia),Automático (ML),55953.61,42977.92,12975.69,233,62,346,12.91,2.14,387,2,13,613,1,1,1,Pediatría,0.5,Cardiovasculares
3215,MED-4214,Antigripales,Roche,Bogotá,Alta (Invierno),Proveedor Programado,15146.14,10118.11,5028.03,419,58,379,35.03,3.43,1066,1,13,179,0,0,1,Dermatológicos,0.25,Antigripales
3216,MED-4215,Dermatológicos,Roche,Bogotá,Promoción,Manual,19853.1,16490.19,3362.91,254,11,358,19.63,2.71,592,1,2,290,1,0,0,Pediatría,0.5,Dermatológicos
3217,MED-4216,Vitaminas,Pfizer,Cali,Alta (Epidemia),Manual,65185.18,41625.07,23560.11,281,70,255,19.46,7.59,599,1,7,896,0,0,0,Pediatría,0.5,Vitaminas
3218,MED-4217,Gastrointestinales,Genfar,Cali,Normal,Automático (ML),50773.21,31176.91,19596.3,13,20,260,19.97,7.32,598,2,10,467,1,0,1,Dermatológicos,0.25,Gastrointestinales
3219,MED-4218,Antibióticos,Sanofi,Cartagena,Alta (Epidemia),Automático (ML),3247.2,2200.37,1046.83,6,33,372,32.09,4.5,924,2,10,74,1,0,1,Pediatría,1.0,Pediatría
3220,MED-4219,Vitaminas,Abbott,Cali,Normal,Manual,37350.17,27802.69,9547.48,240,52,317,12.24,6.96,373,2,3,880,0,1,1,Pediatría,0.5,Vitaminas
3221,MED-4220,Diabetes,Pfizer,Barranquilla,Alta (Epidemia),Proveedor Programado,53406.66,33848.9,19557.76,73,18,98,19.18,1.11,557,2,5,456,1,1,1,Dermatológicos,0.5,Diabetes
3222,MED-4221,Pediatría,Tecnoquímicas,Cartagena,Alta (Invierno),Manual,35502.17,21451.79,14050.38,116,76,358,21.21,9.33,597,2,12,771,0,1,0,Pediatría,0.5,Pediatría
3223,MED-4222,Pediatría,La Santé,Barranquilla,Promoción,Automático (ML),14282.45,10096.84,4185.61,138,72,177,35.8,7.32,1081,1,10,101,1,0,1,Pediatría,0.5,Pediatría
3224,MED-4223,Gastrointestinales,Novartis,Cali,Alta (Invierno),Manual,79145.76,52711.57,26434.19,189,44,329,22.52,9.26,674,1,9,101,1,0,1,Gastrointestinales,0.5,Gastrointestinales
3225,MED-4224,Vitaminas,Sanofi,Barranquilla,Alta (Invierno),Proveedor Programado,46971.07,28292.21,18678.86,261,62,191,28.33,4.75,846,0,4,317,1,1,1,Dermatológicos,0.5,Vitaminas
3226,MED-4225,Analgésicos,Tecnoquímicas,Barranquilla,Normal,Automático (ML),46079.7,35253.55,10826.15,277,40,369,9.89,1.79,301,2,2,336,0,0,0,Cardiovasculares,0.5,Analgésicos
3227,MED-4226,Dermatológicos,Tecnoquímicas,Bogotá,Alta (Invierno),Manual,6585.14,4104.49,2480.65,391,24,378,17.75,6.46,548,3,5,669,1,1,0,Pediatría,0.75,Pediatría
3228,MED-4227,Dermatológicos,Bayer,Cartagena,Promoción,Manual,34377.65,24349.13,10028.52,215,40,340,17.19,2.56,477,0,5,46,0,0,1,Pediatría,0.5,Dermatológicos
3229,MED-4228,Cardiovasculares,Novartis,Cartagena,Normal,Proveedor Programado,36523.48,22639.33,13884.15,474,20,235,17.94,5.43,555,0,11,405,1,0,1,Pediatría,0.5,Cardiovasculares
3230,MED-4229,Vitaminas,Novartis,Medellín,Normal,Automático (ML),61565.03,38894.11,22670.92,117,14,281,1.09,2.18,13,1,3,573,1,0,0,Dermatológicos,0.5,Vitaminas
3231,MED-4230,Higiene Personal,Pfizer,Bogotá,Alta (Epidemia),Proveedor Programado,41574.9,34504.24,7070.66,485,75,263,13.31,7.84,420,2,13,253,0,0,0,Pediatría,0.5,Higiene Personal
3232,MED-4231,Vitaminas,Novartis,Medellín,Alta (Invierno),Manual,49239.07,31284.09,17954.98,346,46,415,16.75,6.98,512,1,13,823,0,1,0,Pediatría,0.5,Vitaminas
3233,MED-4232,Higiene Personal,Tecnoquímicas,Barranquilla,Alta (Epidemia),Manual,50110.0,32753.7,17356.3,313,58,442,22.83,5.43,657,0,4,146,0,1,1,Dermatológicos,0.5,Higiene Personal
3234,MED-4233,Analgésicos,Bayer,Cali,Normal,Manual,18309.23,14904.4,3404.83,192,52,202,4.08,9.34,152,1,1,244,1,1,0,Pediatría,0.5,Analgésicos
3235,MED-4234,Antigripales,La Santé,Bogotá,Normal,Manual,3231.61,2498.48,733.13,387,30,150,29.49,3.54,877,1,3,47,1,0,1,Pediatría,0.5,Antigripales
3236,MED-4235,Antigripales,La Santé,Barranquilla,Alta (Invierno),Manual,46936.68,32741.61,14195.07,328,33,378,3.61,3.29,97,1,7,318,0,0,1,Dermatológicos,0.5,Antigripales
3237,MED-4236,Dermatológicos,Pfizer,Cali,Promoción,Proveedor Programado,10080.78,6061.77,4019.01,315,51,147,39.65,4.07,1207,0,5,102,0,1,0,Pediatría,0.5,Dermatológicos
3238,MED-4237,Analgésicos,MK,Cartagena,Normal,Manual,42870.78,31931.56,10939.22,120,65,244,26.74,8.68,770,1,7,218,0,1,0,Antigripales,0.25,Analgésicos
3239,MED-4238,Pediatría,Tecnoquímicas,Cali,Alta (Invierno),Automático (ML),44540.98,35240.98,9300.0,184,44,94,24.4,9.3,734,3,14,812,0,1,0,Pediatría,0.5,Pediatría
3240,MED-4239,Higiene Personal,Pfizer,Cali,Alta (Epidemia),Automático (ML),60850.46,43621.3,17229.16,265,67,334,39.27,0.89,1127,0,9,282,1,1,1,Gastrointestinales,0.25,Higiene Personal
3241,MED-4240,Vitaminas,Novartis,Bogotá,Alta (Invierno),Manual,14472.68,10892.37,3580.31,408,36,215,11.17,6.84,340,6,3,283,0,0,1,Pediatría,0.75,Pediatría
3242,MED-4241,Antigripales,La Santé,Barranquilla,Normal,Proveedor Programado,30546.6,21171.41,9375.19,336,10,70,6.96,5.9,161,0,12,38,0,1,0,Pediatría,0.5,Antigripales
3243,MED-4242,Vitaminas,Pfizer,Medellín,Promoción,Automático (ML),21070.13,14980.46,6089.67,450,32,271,37.22,0.73,1106,0,11,531,0,1,0,Pediatría,0.5,Vitaminas
3244,MED-4243,Gastrointestinales,La Santé,Cartagena,Alta (Epidemia),Automático (ML),6337.16,4822.43,1514.73,353,51,439,33.43,7.49,1020,1,11,508,1,1,1,Dermatológicos,0.25,Gastrointestinales
3245,MED-4244,Analgésicos,Novartis,Cali,Alta (Invierno),Proveedor Programado,54995.59,34627.22,20368.37,271,71,137,1.79,1.22,36,2,1,94,0,1,1,Pediatría,0.5,Analgésicos
3246,MED-4245,Pediatría,Bayer,Cali,Alta (Epidemia),Manual,22295.54,15953.03,6342.51,419,33,309,33.99,9.99,1010,6,9,35,1,0,1,Pediatría,0.75,Pediatría
3247,MED-4246,Antibióticos,Bayer,Barranquilla,Alta (Epidemia),Automático (ML),40993.64,34244.55,6749.09,406,14,162,24.29,7.15,742,1,1,749,1,0,0,Pediatría,0.5,Antibióticos
3248,MED-4247,Diabetes,Tecnoquímicas,Cali,Promoción,Manual,67327.65,55822.14,11505.51,307,74,368,24.05,2.77,727,2,1,549,0,1,1,Antigripales,0.25,Diabetes
3249,MED-4248,Vitaminas,Abbott,Barranquilla,Normal,Manual,65815.18,43837.61,21977.57,86,42,147,35.1,1.58,1059,2,8,820,1,0,1,Pediatría,0.5,Vitaminas
3250,MED-4249,Pediatría,Novartis,Bogotá,Alta (Invierno),Automático (ML),15551.99,10563.16,4988.83,57,12,161,22.38,3.08,696,1,2,630,0,0,1,Pediatría,0.75,Pediatría
3251,MED-4250,Antigripales,Abbott,Barranquilla,Alta (Invierno),Proveedor Programado,75805.71,51450.73,24354.98,204,27,293,38.63,6.42,1153,1,5,87,1,1,1,Dermatológicos,0.5,Antigripales
3252,MED-4251,Dermatológicos,Abbott,Barranquilla,Alta (Invierno),Automático (ML),16233.31,13263.43,2969.88,67,35,332,23.76,1.81,704,2,9,33,0,1,0,Pediatría,1.0,Pediatría
3253,MED-4252,Antigripales,MK,Cali,Alta (Invierno),Manual,74847.15,49303.58,25543.57,165,29,232,13.69,3.19,411,1,13,811,1,0,0,Dermatológicos,0.5,Antigripales
3254,MED-4253,Dermatológicos,Pfizer,Barranquilla,Alta (Invierno),Automático (ML),15056.38,10999.63,4056.75,440,31,155,19.54,3.5,603,3,2,444,0,1,1,Cardiovasculares,0.25,Dermatológicos
3255,MED-4254,Antigripales,Sanofi,Cartagena,Normal,Automático (ML),77024.29,64865.2,12159.09,180,23,236,25.65,6.6,770,2,10,675,1,1,1,Pediatría,0.5,Antigripales
3256,MED-4255,Dermatológicos,Roche,Bogotá,Promoción,Manual,49293.01,32300.72,16992.29,484,61,384,24.49,4.47,714,1,8,445,1,1,0,Pediatría,0.5,Dermatológicos
3257,MED-4256,Vitaminas,Tecnoquímicas,Medellín,Alta (Epidemia),Automático (ML),41372.64,27385.16,13987.48,235,60,293,25.39,2.58,783,1,13,317,0,0,0,Pediatría,0.5,Vitaminas
3258,MED-4257,Antigripales,MK,Cartagena,Alta (Epidemia),Proveedor Programado,76283.94,47487.04,28796.9,436,28,282,3.86,0.61,123,1,9,703,1,1,0,Dermatológicos,0.5,Antigripales
3259,MED-4258,Antigripales,Pfizer,Cali,Alta (Invierno),Proveedor Programado,33378.32,26122.35,7255.97,476,53,193,39.83,4.72,1223,1,5,408,1,0,0,Pediatría,0.5,Antigripales
3260,MED-4259,Dermatológicos,Bayer,Medellín,Promoción,Automático (ML),61065.17,42984.05,18081.12,138,36,410,23.01,1.17,690,1,2,766,0,0,1,Pediatría,0.5,Dermatológicos
3261,MED-4260,Vitaminas,Pfizer,Barranquilla,Alta (Epidemia),Manual,75898.93,51642.68,24256.25,433,33,351,5.39,9.53,166,0,7,65,0,0,0,Dermatológicos,0.25,Vitaminas
3262,MED-4261,Dermatológicos,Pfizer,Barranquilla,Promoción,Proveedor Programado,73619.74,59638.6,13981.14,277,63,458,37.49,8.63,1112,1,10,237,0,0,1,Gastrointestinales,0.5,Dermatológicos
3263,MED-4262,Antigripales,Roche,Medellín,Promoción,Automático (ML),36401.41,27788.87,8612.54,375,27,279,18.33,2.11,529,0,8,595,0,1,0,Pediatría,0.5,Antigripales
3264,MED-4263,Cardiovasculares,Genfar,Medellín,Alta (Epidemia),Manual,78366.14,49916.26,28449.88,433,59,191,19.79,2.48,612,3,6,796,0,0,0,Pediatría,0.5,Cardiovasculares
3265,MED-4264,Pediatría,MK,Cartagena,Normal,Automático (ML),46743.09,37645.01,9098.08,105,50,298,30.94,9.64,923,0,11,543,1,0,0,Gastrointestinales,0.25,Pediatría
3266,MED-4265,Vitaminas,Bayer,Barranquilla,Normal,Proveedor Programado,28514.69,21693.12,6821.57,421,63,300,35.95,5.79,1059,1,3,632,0,0,0,Dermatológicos,0.5,Vitaminas
3267,MED-4266,Antigripales,Genfar,Cali,Alta (Invierno),Automático (ML),69212.37,58723.7,10488.67,55,76,438,32.97,7.88,978,2,5,593,1,0,0,Dermatológicos,0.5,Antigripales
3268,MED-4267,Analgésicos,Bayer,Bogotá,Alta (Invierno),Proveedor Programado,5084.28,3316.44,1767.84,287,41,256,12.79,4.2,349,1,6,845,1,1,0,Pediatría,1.0,Pediatría
3269,MED-4268,Cardiovasculares,MK,Medellín,Alta (Epidemia),Automático (ML),24784.34,16391.73,8392.61,82,19,395,36.84,1.82,1102,1,6,641,1,1,0,Pediatría,0.75,Pediatría
3270,MED-4269,Higiene Personal,La Santé,Cali,Alta (Epidemia),Manual,63321.02,45691.91,17629.11,431,17,344,32.94,8.91,976,0,5,406,1,0,0,Pediatría,0.5,Higiene Personal
3271,MED-4270,Analgésicos,Tecnoquímicas,Cali,Alta (Invierno),Manual,40058.29,32895.9,7162.39,396,78,463,17.13,8.74,514,1,10,243,0,0,1,Dermatológicos,0.25,Analgésicos
3272,MED-4271,Diabetes,Abbott,Cartagena,Normal,Automático (ML),45170.79,38335.65,6835.14,166,40,424,14.72,6.63,440,4,6,565,1,1,1,Cardiovasculares,0.5,Diabetes
3273,MED-4272,Diabetes,Tecnoquímicas,Medellín,Promoción,Manual,14570.34,10761.48,3808.86,223,32,278,36.58,8.92,1111,2,9,630,0,1,1,Pediatría,0.5,Diabetes
3274,MED-4273,Antigripales,Roche,Bogotá,Normal,Proveedor Programado,56500.3,39689.04,16811.26,35,15,308,9.24,2.25,258,3,3,529,1,1,1,Dermatológicos,0.5,Antigripales
3275,MED-4274,Cardiovasculares,Sanofi,Cali,Normal,Automático (ML),21400.22,15812.3,5587.92,60,77,205,27.11,1.53,819,1,3,564,0,1,1,Dermatológicos,0.25,Cardiovasculares
3276,MED-4275,Antibióticos,MK,Bogotá,Alta (Invierno),Proveedor Programado,46078.83,37281.74,8797.09,183,55,396,23.45,1.55,680,1,5,447,0,1,1,Antigripales,0.25,Antibióticos
3277,MED-4276,Higiene Personal,Bayer,Barranquilla,Normal,Proveedor Programado,70966.92,44735.39,26231.53,209,28,160,14.19,4.81,432,1,13,413,0,0,0,Dermatológicos,0.25,Higiene Personal
3278,MED-4277,Antigripales,Pfizer,Bogotá,Promoción,Automático (ML),67460.88,43070.64,24390.24,215,53,203,5.66,4.29,216,0,8,489,1,0,1,Pediatría,0.5,Antigripales
3279,MED-4278,Diabetes,Sanofi,Medellín,Alta (Epidemia),Manual,12161.91,9272.09,2889.82,92,35,239,37.06,1.88,1087,0,1,446,0,0,0,Pediatría,0.5,Diabetes
3280,MED-4279,Diabetes,Pfizer,Cartagena,Alta (Epidemia),Proveedor Programado,40476.17,32729.43,7746.74,291,44,233,37.61,8.82,1114,1,13,604,0,0,0,Dermatológicos,0.5,Diabetes
3281,MED-4280,Cardiovasculares,Novartis,Cali,Alta (Epidemia),Automático (ML),52269.36,37240.13,15029.23,26,34,425,39.36,2.91,1133,1,9,493,0,1,0,Antigripales,0.25,Cardiovasculares
3282,MED-4281,Antibióticos,Tecnoquímicas,Medellín,Alta (Epidemia),Manual,31048.68,21751.55,9297.13,286,60,159,26.79,3.17,808,1,8,168,0,0,0,Pediatría,0.5,Antibióticos
3283,MED-4282,Antigripales,Abbott,Cali,Alta (Invierno),Proveedor Programado,71269.04,44740.28,26528.76,304,28,303,29.85,7.53,924,0,4,656,0,0,0,Gastrointestinales,0.5,Antigripales
3284,MED-4283,Antigripales,MK,Cali,Promoción,Automático (ML),14719.59,11277.76,3441.83,94,14,158,11.01,3.59,325,2,1,277,1,1,0,Pediatría,0.5,Antigripales
3285,MED-4284,Vitaminas,Abbott,Cartagena,Alta (Epidemia),Manual,16769.85,10212.37,6557.48,219,24,256,5.25,6.15,135,1,2,589,1,0,1,Pediatría,0.75,Pediatría
3286,MED-4285,Cardiovasculares,La Santé,Cartagena,Normal,Automático (ML),35141.99,28340.27,6801.72,223,63,298,22.52,2.89,666,1,14,129,0,0,0,Dermatológicos,0.5,Cardiovasculares
3287,MED-4286,Antibióticos,Pfizer,Cali,Normal,Automático (ML),78460.95,56741.35,21719.6,142,11,305,20.25,7.5,637,0,7,752,1,0,1,Dermatológicos,0.25,Antibióticos
3288,MED-4287,Cardiovasculares,Tecnoquímicas,Medellín,Promoción,Automático (ML),25826.22,15828.14,9998.08,52,43,185,3.51,8.39,111,0,2,237,0,1,0,Pediatría,0.5,Cardiovasculares
3289,MED-4288,Vitaminas,Abbott,Medellín,Alta (Epidemia),Automático (ML),37719.04,26727.74,10991.3,194,64,162,12.03,7.15,335,2,1,313,1,0,0,Cardiovasculares,0.5,Vitaminas
3290,MED-4289,Diabetes,La Santé,Barranquilla,Alta (Epidemia),Automático (ML),57947.2,43679.67,14267.53,373,19,276,38.29,8.71,1143,3,1,466,1,1,1,Pediatría,0.5,Diabetes
3291,MED-4290,Higiene Personal,Abbott,Cartagena,Alta (Epidemia),Proveedor Programado,36600.52,22431.62,14168.9,286,56,433,14.58,6.17,428,4,7,374,1,0,0,Pediatría,0.75,Pediatría
3292,MED-4291,Dermatológicos,Roche,Cali,Alta (Epidemia),Manual,33115.01,22780.71,10334.3,247,11,387,33.11,5.38,1003,0,11,127,0,1,1,Pediatría,1.0,Pediatría
3293,MED-4292,Vitaminas,La Santé,Bogotá,Promoción,Proveedor Programado,27924.65,22899.03,5025.62,97,45,140,4.8,2.8,128,2,4,559,0,1,1,Cardiovasculares,0.5,Vitaminas
3294,MED-4293,Cardiovasculares,Novartis,Cali,Normal,Manual,26494.92,21487.59,5007.33,14,52,390,28.83,3.77,851,3,1,448,0,1,0,Pediatría,0.5,Cardiovasculares
3295,MED-4294,Diabetes,Sanofi,Barranquilla,Alta (Invierno),Proveedor Programado,44602.08,31890.31,12711.77,291,61,236,19.41,1.5,595,2,12,278,0,1,0,Pediatría,0.5,Diabetes
3296,MED-4295,Pediatría,Abbott,Cartagena,Alta (Invierno),Automático (ML),34740.43,23769.31,10971.12,440,37,359,3.25,5.25,103,0,3,524,1,0,0,Pediatría,0.75,Pediatría
3297,MED-4296,Vitaminas,Roche,Bogotá,Alta (Epidemia),Automático (ML),22012.49,14155.23,7857.26,482,52,252,26.73,4.06,831,0,11,340,1,0,0,Dermatológicos,0.25,Vitaminas
